2015-03-03	-0.8238
2015-03-04	-3.8498
2015-03-05	4.7533
2015-03-06	-0.4548
2015-03-09	-0.8716
2015-03-10	-2.4195
2015-03-11	0.4676
2015-03-12	-0.1639
2015-03-13	0.3268
2015-03-16	0.2096
2015-03-17	1.401
2015-03-18	0.0918
2015-03-19	2.9399
2015-03-20	1.0359
2015-03-23	-0.2652
2015-03-24	-1.3665
2015-03-25	-0.1121
2015-03-26	-1.8502
2015-03-27	3.1416
2015-03-30	0.3527
2015-03-31	-1.2048
2015-04-01	-0.8324
2015-04-02	-0.4747
2015-04-06	-0.9585
2015-04-07	-0.0685
2015-04-08	0.1596
2015-04-09	4.0263
2015-04-10	0.1965
