2015-03-02	0.9208
2015-03-03	0.6043
2015-03-04	0.6959
2015-03-05	0.1893
2015-03-06	2.2452
2015-03-09	0.5437
2015-03-10	2.4216
2015-03-11	0.337
2015-03-12	1.8817
2015-03-13	0.8451
2015-03-16	1.9567
2015-03-17	0.4778
2015-03-18	2.0188
2015-03-19	0.7133
2015-03-20	1.3464
2015-03-23	0.2703
2015-03-24	0.942
2015-03-25	2.427
2015-03-26	0.287
2015-03-27	0.3968
2015-03-30	1.6758
2015-03-31	1.2237
2015-04-01	0.6012
2015-04-02	0.5248
2015-04-06	1.1927
2015-04-07	0.3377
2015-04-08	0.3756
2015-04-09	0.7489
2015-04-10	0.7989
