2015-03-03	0.4977
2015-03-04	-0.3815
2015-03-05	-0.4374
2015-03-06	0.1128
2015-03-09	-1.383
2015-03-10	0.1874
2015-03-11	-1.5381
2015-03-12	-0.1759
2015-03-13	1.1363
2015-03-16	-0.4481
2015-03-17	1.2131
2015-03-18	-0.3739
2015-03-19	1.2317
2015-03-20	-0.4004
2015-03-23	0.8382
2015-03-24	-0.1925
2015-03-25	-0.5179
2015-03-26	-1.6098
2015-03-27	-0.2024
2015-03-30	0.4036
2015-03-31	0.9568
2015-04-01	-0.7942
2015-04-02	-0.3689
2015-04-06	0.2344
2015-04-07	0.7651
2015-04-08	-0.1854
2015-04-09	0.209
2015-04-10	0.4886
2015-04-13	0.5005
2015-04-14	-0.466
2015-04-15	0.2641
2015-04-16	0.3865
2015-04-17	-0.1607
